Bem Pat;Seq;Conta;Descrição Conta;Narrativa;Data Inv.;Plaqueta;Localização;Un Neg;Plano CCusto;Centro Custo;MARCA;MODELO;Licença Uso;Especificação Técnica
8033;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO BAIXA COM PORTA DE ABRIR.;30/11/2016;23339;LOGISTICA;0;TORT2007;3111;;;;
9775;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 30000 BTUS 220V.;30/11/2016;9775;LOGISTICA;0;TORT2007;3111;CARRIER;MAXIFLEX;;
413003;3;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOURO DE GARRAFÃO BELLIERE GELÁGUA;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
8059;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO BAIXO DE 02 PORTAS C/1 PRATELEIR;30/11/2016;23341;LOGISTICA;0;TORT2007;3111;;;;
16424;0;132010502;EQUIPAMENTOS C.P.D. - PROD;IMPRESSORA MULTIFUNCIONAL  LASERJET COLO;30/11/2016;23342;LOGISTICA;0;TORT2007;3111;HP;LASERJET P1606dn;;
9710;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA 1,20X0,68 POSTFORMIG ARGILA PROJETO;30/11/2016;23343;LOGISTICA;0;TORT2007;3111;;;;
15512;0;132010502;EQUIPAMENTOS C.P.D. - PROD;MONITOR DELL P 1913 SB 19 POLEGADAS;30/11/2016;23344;LOGISTICA;0;TORT2007;3111;DELL;E19W;;
15513;0;132010502;EQUIPAMENTOS C.P.D. - PROD;MONITOR DELL P 1913 SB 19 POLEGADAS;30/11/2016;23345;LOGISTICA;0;TORT2007;3111;DELL;E19;;
800036;77;132010502;EQUIPAMENTOS C.P.D. - PROD;MICROCOMPUTADOR DELL OPTIPLEX - 7010, TE;30/11/2016;16149;LOGISTICA;0;TORT2007;3111;DELL;OPTIPLEX 7010;;
15641;0;132010901;MOVEIS E UTENSILIOS - ADM;ESTACAO DE TRABALHO 25 MM, C/ 2 GAVETAS;30/11/2016;23346;LOGISTICA;0;TORT2007;3111;;;;
103817;0;135010804;MAQUINAS E ACESSORIOS - COML.;PALETEIRA MANUAL HID. ABERT.;30/11/2016;109481;EXPEDIÇÃO;0;TORT2007;3111;;;;
413001;123;135010402;EQUIPAMENTOS - PROD;BALANCA ELETRONICA DE BANCADA ALFA;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y211003
413006;8;135010402;EQUIPAMENTOS - PROD;BALANCA ELETRONICA DE PRECISAO 1000 G;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
413003;93;132010902;MOVEIS E UTENSILIOS - PROD;BALANCA ELETRONICA DE PISO CAP.2000 KGS.;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
9776;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 30000 BTUS 220V.;30/11/2016;23347;PRODUÇÃO;0;TORT2007;7422;CARRIER;;;
103952;0;135010804;MAQUINAS E ACESSORIOS - COML.;PALETEIRA MANUAL HID. ABERT.;30/11/2016;109388;PRODUÇÃO;0;TORT2007;7422;;;;
9777;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 30000 BTUS 220V.;30/11/2016;23349;PRODUÇÃO;0;TORT2007;7422;CARRIER;;;
8032;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMÁRIO BAIXO C/ PORTA DE ABRIR;30/11/2016;16290;PRODUÇÃO;0;TORT2007;7422;;;;
412151;360;132010501;EQUIPAMENTOS C.P.D. - ADM;PROJETOR MULTIMIDIA MARCA DELL 1209S DLP;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
9728;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 18000 BTUS.;30/11/2016;9728;SALA REUNIAO;0;TORT2007;1151;SPRINGER;MAXIFLEX 42MCC018515LS;;
15638;0;132010901;MOVEIS E UTENSILIOS - ADM;ARMARIO ALTO 900X450X1600 COM 4 QUADROS;30/11/2016;22504;ADM;0;TORT2007;1160;;;;
15639;0;132010901;MOVEIS E UTENSILIOS - ADM;ARMARIO ALTO 900X450X1600 COM 4 QUADROS;30/11/2016;22505;ADM;0;TORT2007;1160;;;;
702035;16;132010902;MOVEIS E UTENSILIOS - PROD;ARMÁRIO SECRETÁRIA MED.0,74AX0,90LX0,43P;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
702035;11;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO SECRETARIA MED.74Ax90Lx43P.;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
413004;42;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A45PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;32;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413002;15;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE LIXO EM ACO MED.1000X500X1800MM;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
7251;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO FIXO 02 GAVETAS;30/11/2016;22512;ADM;0;TORT2007;1160;;;;
7252;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO FIXO 02 GAVETAS;30/11/2016;22513;ADM;0;TORT2007;1160;;;;
8034;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO MÓVEL C/ 04 GAVETAS.;30/11/2016;22514;ADM;0;TORT2007;1160;;;;
702035;10;132010902;MOVEIS E UTENSILIOS - PROD;MESA DELTA EM MELAMINICO COR ARGILA;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
413002;28;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;MESA DE APOIO COM CAIXA PARA DECANTACAO;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
7254;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE CANTO DIM. 680x680x400;30/11/2016;22518;ADM;0;TORT2007;1160;;;;
7973;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE CANTO, ESTRUTURA PRETA.;30/11/2016;22519;ADM;0;TORT2007;1160;;;;
413002;73;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;MESA DE LISA EM ACO INOX APOIADA SOBRE;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
412151;122;132010501;EQUIPAMENTOS C.P.D. - ADM;IMPRESSORA HP LASERJET P4015N;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
704095;1;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL  E1709W,  17 ""  WIDESCREEN.";30/11/2016;22522;ADM;0;TORT2007;1160;DELL;P2015;;
704096;1;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL  E1709W,  17 ""  WIDESCREEN.";30/11/2016;22523;ADM;0;TORT2007;1160;DELL;P2015;;
704410;1;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL  E1709W,  17 ""  WIDESCREEN.";30/11/2016;22524;ADM;0;TORT2007;1160;DELL;P2015;;
6224;1;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL 17""";30/11/2016;22525;ADM;0;TORT2007;1160;DELL;P2015;;
6560;2;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL 17"" E773";30/11/2016;22526;ADM;0;TORT2007;1160;DELL;P2015;;
9731;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 18000 BTUS.;30/11/2016;9731;ADM;0;TORT2007;1160;SPRINGER;MAXIFLEX 42MCC018515LS;;
9719;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 9000 BTUS.;30/11/2016;9719;ADM;0;TORT2007;1160;CARRIER;MIRAGGIO, 18000 BTU;;
9720;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 9000 BTUS.;30/11/2016;9720;ADM;0;TORT2007;1160;CARRIER;MIRAGGIO, 18000 BTU;;
9721;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 9000 BTUS.;30/11/2016;9721;ADM;0;TORT2007;1160;CARRIER;MIRAGGIO, 18000 BTU;;
702035;12;132010902;MOVEIS E UTENSILIOS - PROD;ARMÁRIO SECRETÁRIA MED.0,74AX0,90LX0,43P;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
13019;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE PEBOLIM ADULTA MOD. 1070 TAMANHO;30/11/2016;22529;PCP;0;TORT2007;3122;;;;
9708;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA 90X0,68 POSTFORMING ARGILA C/ TECLA;30/11/2016;22530;PCP;0;TORT2007;3122;;;;
413002;26;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;MESA C/PLATELEIRA EM INOX 2500X700X900;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
6589;2;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL 17"" E773";30/11/2016;22532;PCP;0;TORT2007;3122;DELL;P1914;;
800036;78;132010502;EQUIPAMENTOS C.P.D. - PROD;MICROCOMPUTADOR DELL OPTIPLEX - 7010, TE;30/11/2016;16149;LOGISTICA;0;TORT2007;3111;DELL;OPTIPLEX 7010;;
6594;2;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL 17"" E773";30/11/2016;22534;PCP;0;TORT2007;3122;DELL;P1913SB;;
8536;0;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL 17"" E773C  SVGA";30/11/2016;22535;PCP;0;TORT2007;3122;DELL;P1913SB;;
800036;79;132010502;EQUIPAMENTOS C.P.D. - PROD;MICROCOMPUTADOR DELL OPTIPLEX - 7010, TE;30/11/2016;16149;LOGISTICA;0;TORT2007;3111;DELL;OPTIPLEX 7010;;
800036;80;132010502;EQUIPAMENTOS C.P.D. - PROD;MICROCOMPUTADOR DELL OPTIPLEX - 7010, TE;30/11/2016;16149;LOGISTICA;0;TORT2007;3111;DELL;OPTIPLEX 7010;;
413004;33;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;34;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;35;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
8036;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE REUNIÃO OVAL , COR WENGUE;30/11/2016;22544;FISCAL;0;TORT2007;5130;;;;
702035;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA DE REUNIAO REDONDA COR ARGILA;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
8035;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE REUNIÃO REDONDA.;30/11/2016;22546;FISCAL;0;TORT2007;5130;;;;
704095;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR DELL OPTIPLEX 780;30/11/2016;22522;ADM;0;TORT2007;1160;DELL;P2015;;
5378;2;132010501;EQUIPAMENTOS C.P.D. - ADM;MONITOR DELL E551C 15 POLEGADAS;30/11/2016;22548;FISCAL;0;TORT2007;5130;DELL;P2014;;
16694;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR DELL OPTIPLEX 9020;30/11/2016;16510;FISCAL;0;TORT2007;5130;DELL;OPTIPLEX 9020;;
5389;2;132010501;EQUIPAMENTOS C.P.D. - ADM;MONITOR DELL E551C 15 POLEGADAS;30/11/2016;22549;FISCAL;0;TORT2007;5130;DELL;P2014;;
5017;1;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL E551C 15""";30/11/2016;22550;FISCAL;0;TORT2007;5130;DELL;P2014;;
413004;36;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;37;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
8062;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO VOLANTE COM 04 GAVETAS, ARGILA;30/11/2016;22553;COMPRAS;0;TORT2007;1130;;;;
12973;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE SINUCA COM TAMPO DE MARMORE;30/11/2016;22554;COMPRAS;0;TORT2007;1130;;;;
5030;2;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL E551C 15""";30/11/2016;22555;COMPRAS;0;TORT2007;1130;DELL;P2014;;
412151;133;132010501;EQUIPAMENTOS C.P.D. - ADM;IMPRESSORA HP LASERJET P2055DN.;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
13962;0;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOURO DE COLUNA CALIPSO MARCA BELLIE;30/11/2016;22557;RECEPÇAO;0;TORT2007;1165;ESMALTEC;;;
7265;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA GIRATORIA DIRETOR C/APOIO BRACO;30/11/2016;22558;RECEPÇAO;0;TORT2007;1165;;;;
7266;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA GIRATORIA DIRETOR COM APOIO;30/11/2016;22559;RECEPÇAO;0;TORT2007;1165;;;;
9729;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 18000 BTUS.;30/11/2016;9729;RECEPÇAO;0;TORT2007;1165;SPRINGER;MAXIFLEX 42MCC018515LS;;
14719;0;132010901;MOVEIS E UTENSILIOS - ADM;RELOGIO DE PONTO MADIS;30/11/2016;22560;RH;0;TORT2007;1110;MADIS;MD-REP V2B;;
7258;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO ALTO FECHADO DIIIM. 900x475x1588;30/11/2016;22562;ARQUIVO RH;0;TORT2007;1110;;;;
9573;0;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO COM 02 PORTAS;30/11/2016;22563;ARQUIVO RH;0;TORT2007;1110;;;;
9574;0;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO COM 02 PORTAS;30/11/2016;22564;ARQUIVO RH;0;TORT2007;1110;;;;
413004;38;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
13745;0;132010901;MOVEIS E UTENSILIOS - ADM;APARELHO DE AR CONDICIONADO PORTATIL 10.;30/11/2016;22566;ARQUIVO RH;0;TORT2007;1110;DELONGHI / ARIAGEL;PAC AG100;;
702035;1;132010902;MOVEIS E UTENSILIOS - PROD;MESA DELTA EM MELAMINICO COR ARGILA;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
702035;2;132010902;MOVEIS E UTENSILIOS - PROD;MESA DELTA EM MELAMINICO COR ARGILA;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
413004;39;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
8063;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO VOLANTE COM 04 GAVETAS, ARGILA;30/11/2016;22571;RH;0;TORT2007;1110;;;;
6054;2;132010506;EQUIPAMENTOS C.P.D. - COML.;"MONITOR DELL E773 17""";30/11/2016;22572;RH;0;TORT2007;1110;DELL;P2014;;
16523;0;132010502;EQUIPAMENTOS C.P.D. - PROD;IMPRESSORA EM CARTÕES DE PVC MOD. TP9100;30/11/2016;16707;RH;0;TORT2007;1110;TECSIN;SMART 50D;;
412151;128;132010506;EQUIPAMENTOS C.P.D. - COML.;IMPRESSORA HP LASERJET P2055DN.;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
413004;21;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO ARF45PI;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;43;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AV20G1V.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;44;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AV20G1V.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;45;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AV20G1V.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;5;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AV90P2.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;6;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AV90P2.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;7;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AV90P2.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;8;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AV90P2.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;9;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AV90P2.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;10;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AV90P2.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
16814;0;132010902;MOVEIS E UTENSILIOS - PROD;CAIXAS + MICROFONE KRU-302 MÃO (2MIC/2A;30/11/2016;22581;ADM;0;TORT2007;1160;ONEAL;OCM460;;
13282;0;132010502;EQUIPAMENTOS C.P.D. - PROD;NOBREAK SMS SINUS TRIPHASES, POTENCIA;30/11/2016;22582;TI;0;TORT2007;1120;SMS;SINUS TRUIPHASES;;
412151;347;132010501;EQUIPAMENTOS C.P.D. - ADM;ESTABILIZADOR DE ENERGIA MARCA SMS;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
9725;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 12000 BTUS;30/11/2016;9725;TI;0;TORT2007;1120;SPRINGER;MAXIFLEX 42MCC012515LS;;
413004;40;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;41;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO A90PR17.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413002;27;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;MESA COM PLATELEIRA INFERIOR EM ACO INOX;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
8064;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO VOLANTE COM 04 GAVETAS, ARGILA;30/11/2016;22587;GER PRODUÇAO;0;TORT2007;7400;;;;
7108;0;132010904;MOVEIS E UTENSILIOS - COML.;REFRIGERADOR CONSUL 120L BRANCO;30/11/2016;22589;GER PRODUÇAO;0;TORT2007;7400;CONSUL;COMOPACTO 120;;
9468;2;132010501;EQUIPAMENTOS C.P.D. - ADM;MONITOR DELL FLAT PANEL 17 E178FPC.;30/11/2016;22590;GER PRODUÇAO;0;TORT2007;7400;DELL;P2014- wide;;
413004;23;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AM30P4.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
7257;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO VOLANTE COM 4 GAVETAS ECCO PP;30/11/2016;22593;TI;0;TORT2007;1120;;;;
9711;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA 1,20X0,68 POSTFORMIG ARGILA PROJETO;30/11/2016;22594;TI;0;TORT2007;1120;;;;
14645;0;132010902;MOVEIS E UTENSILIOS - PROD;BALCAO EM MDF E REVESTIMENTO EXTERNO;30/11/2016;22595;TI;0;TORT2007;1120;;;;
9470;1;132010501;EQUIPAMENTOS C.P.D. - ADM;MONITOR DELL FLAT PANEL 17 E178FPC.;30/11/2016;22596;TI;0;TORT2007;1120;DELL;P2016;;
9467;1;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR DELL FLAT PANEL 17 E178FPC.;30/11/2016;22597;TI;0;TORT2007;1120;DELL;P2016;;
9045;1;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178FPC.";30/11/2016;22598;TI;0;TORT2007;1120;DELL;P2016;;
10019;1;136010103;EQUIPAMENTOS CPD - COML.;"MONITOR DELL FLAT PANEL 17"" E178FPC.";30/11/2016;22599;TI;0;TORT2007;1120;DELL;P1914;;
15093;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE;30/11/2016;17205;TI;0;TORT2007;1120;DELL;LATITUDE E5470;;
15094;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE;30/11/2016;16515;TI;0;TORT2007;1120;DELL;LATITUDE E7450;;
800036;15;132010502;EQUIPAMENTOS C.P.D. - PROD;MICROCOMPUTADOR PORTATIL DELL LATITUDE;30/11/2016;16149;LOGISTICA;0;TORT2007;3111;DELL;OPTIPLEX 7010;;
16509;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR PORTATIL DELL LATITUDE 1;30/11/2016;21168;TI;0;TORT2007;1120;DELL;LATITUDE E5470;;
16515;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR PORTATIL DELL LATITUDE 1;30/11/2016;16518;TI;0;TORT2007;1120;DELL;LATITUDE E7450;;
16516;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR PORTATIL DELL LATITUDE 1;30/11/2016;16516;TI;0;TORT2007;1120;DELL;LATITUDE E7450;;
16787;0;132010904;MOVEIS E UTENSILIOS - COML.;UNID. EVAP. 30K PISO TETO CARRIER CF.;30/11/2016;16787;TI;0;TORT2007;1120;CARRIER;MIRAGGIO, 18000 BTU;;
9778;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 30000 BTUS 220V.;30/11/2016;9778;SALA LAZER;0;TORT2007;1110;CARRIER;;;
9785;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 36000 BTUS 220V.;30/11/2016;9785;SALA LAZER;0;TORT2007;1110;CARRIER;;;
9786;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 36000 BTUS 220V.;30/11/2016;9786;SALA LAZER;0;TORT2007;1110;CARRIER;;;
9761;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 2000 BTUS.;30/11/2016;9761;SALA LAZER;0;TORT2007;1110;SPRINGER;MAXIFLEX 42MCC22515LS;;
9762;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 2000 BTUS.;30/11/2016;9762;SALA LAZER;0;TORT2007;1110;SPRINGER;MAXIFLEX 42MCC22515LS;;
9763;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 2000 BTUS.;30/11/2016;9763;SALA LAZER;0;TORT2007;1110;SPRINGER;MAXIFLEX 42MCC22515LS;;
7424;1;132010902;MOVEIS E UTENSILIOS - PROD;REFRIGERADOR ELETROLUX DUPLEX 345L;30/11/2016;22602;COPA;0;TORT2007;1162;CONSUL;FACILITE FROST FREE;;
7425;1;132010902;MOVEIS E UTENSILIOS - PROD;FORNO MICROONDAS 21L ELETROLUX;30/11/2016;22603;COPA;0;TORT2007;1162;CONSUL;CM020BFBNA;;
413004;29;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AM30P4.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
17098;0;132010902;MOVEIS E UTENSILIOS - PROD;"TV LED 55"" FULL HD SMART TV WI-FI INTEGR";30/11/2016;22605;SALA DE TREI;0;TORT2007;1110;SAMSUNG;UN55J5500AG;;
9733;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 18000 BTUS.;30/11/2016;9733;SALA DE TREI;0;TORT2007;1110;SPRINGER;MAXIFLEX 42MCC18515LS;;
7267;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA GIRATORIA DIRETOR COM APOIO;30/11/2016;22621;RECEPÇAO SHE;0;TORT2007;1168;;;;
7263;0;132010904;MOVEIS E UTENSILIOS - COML.;SOFA DE ESPERA 01 LUGAR MODELO 0202;30/11/2016;22622;RECEPÇAO SHE;0;TORT2007;1168;;;;
413003;72;132010902;MOVEIS E UTENSILIOS - PROD;RACK LIGHT 16x600 PORTA/VIDRO SV PRETO;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
412151;69;132010502;EQUIPAMENTOS C.P.D. - PROD;CISCO CATALYST 2960G-24TC PERP WS-C2960G;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
16784;0;132010904;MOVEIS E UTENSILIOS - COML.;UNID. COND. 24K CARRIER CF.;30/11/2016;16784;RECEPÇAO SHE;0;TORT2007;1168;SPRINGER;MAXIFLEX 42MCC18515LS;;
9575;0;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO COM 02 PORTAS;30/11/2016;16288;CONTR QUALID;0;TORT2007;1190;;;;
9576;0;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO COM 02 PORTAS;30/11/2016;16289;CONTR QUALID;0;TORT2007;1190;;;;
8083;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO.;30/11/2016;16285;CONTR QUALID;0;TORT2007;1190;;;;
13719;0;132010902;MOVEIS E UTENSILIOS - PROD;MOVEL PARA PASTA SUSPENSA COM  3 GAVETAS;30/11/2016;16284;CONTR QUALID;0;TORT2007;1190;;;;
13718;0;132010902;MOVEIS E UTENSILIOS - PROD;MOVEL PARA PASTA SUSPENSA COM 3 GAVETAS;30/11/2016;16286;CONTR QUALID;0;TORT2007;1190;;;;
13976;0;132010901;MOVEIS E UTENSILIOS - ADM;MOVEL PARA PASTAS SUSPENSAS COM 3 GAVETA;30/11/2016;16287;CONTR QUALID;0;TORT2007;1190;;;;
9736;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 18000 BTUS.;30/11/2016;9736;CONTR QUALID;0;TORT2007;1190;SPRINGER;MAXIFLEX 42MCC18515LS;;
413004;30;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AM30P4.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
9577;0;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO COM 02 PORTAS;30/11/2016;22625;SHE;0;TORT2007;1168;;;;
13014;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE SOM ONEAL OMX-4 110/220/12V;30/11/2016;22627;SHE;0;TORT2007;1168;;;;
702035;7;132010902;MOVEIS E UTENSILIOS - PROD;MESA DELTA EM MELAMINICO COR ARGILA;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
