num_bem_pat;num_seq_bem_pat;;CONCILIA«√O;;cod_cta_pat;Custo;Depreci;DescriÁ„o Conta;DescriÁ„o;Data Aquis;Data Calc;Estab;Desc. Estabelecimento;Plaqueta;LocalizaÁ„o;Centro Custo;Un Neg;Data Saldo;Plano CCusto; Valor Imobilizado ; Valor Depreciado ; Valor Amortizado ; Valor Liquido ;Quantidade
101402;0;1014020;OK;1014020;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR ELETRICO WEG 15CV 4P 132M/L 220/38;13/10/2010;13/10/2010;19;Mairinque / SP;101402;ZOOTECNICA;7225;0;01/08/2016;TORT2007;1540;969,69;0;570,31;1
101404;11;10140411;OK;10140411;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOEGA COM CAPACIDADE DE 5M3, COM VIBRAJE;03/02/2011;03/02/2011;19;Mairinque / SP;?;ZOOTECNICA;7225;0;01/08/2016;TORT2007;27360,12;10032,66;0;17327,46;1
101404;12;10140412;OK;10140412;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOEGA COM CAPACIDADE DE 5M3, COM VIBRAJE;03/02/2011;03/02/2011;19;Mairinque / SP;?;ZOOTECNICA;7225;0;01/08/2016;TORT2007;27360,12;10032,66;0;17327,46;1
101404;13;10140413;OK;10140413;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOEGA COM CAPACIDADE DE 5M3, COM VIBRAJE;03/02/2011;03/02/2011;19;Mairinque / SP;?;ZOOTECNICA;7225;0;01/08/2016;TORT2007;228001;83604,84;0;144396,16;1
101404;22;10140422;OK;10140422;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MISTURADOR BELLA B-3600XN COM MOEGA E PE;01/03/2011;01/03/2011;19;Mairinque / SP;101404;ZOOTECNICA;7225;0;01/08/2016;TORT2007;273601,2;98805,2;0;174796;1
101404;23;10140423;OK;10140423;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOEGA COM CAPACIDADE 9M3 / TRANSPORTADOR;01/03/2011;01/03/2011;19;Mairinque / SP;101404;ZOOTECNICA;7225;0;01/08/2016;TORT2007;182400,8;65870,35;0;116530,45;1
101404;31;10140431;OK;10140431;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;VENTILADOR PARA FILTRO DO SISTEMA DE TR;01/04/2011;01/04/2011;19;Mairinque / SP;101404;ZOOTECNICA;7225;0;01/08/2016;TORT2007;6384,03;2270,08;0;4113,95;1
101404;34;10140434;OK;10140434;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;VALVULA ROTATIVA DYNAMIC AIR STANDARD;06/04/2011;06/04/2011;19;Mairinque / SP;101404;ZOOTECNICA;7225;0;01/08/2016;TORT2007;13680,06;4864;0;8816,06;1
101404;35;10140435;OK;10140435;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FILTRO DYNAMIC MODU KLEEN, SERIE 669;19/04/2011;19/04/2011;19;Mairinque / SP;101404;ZOOTECNICA;7225;0;01/08/2016;TORT2007;6840,03;2432;0;4408,03;1
101404;54;10140454;OK;10140454;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;AMPLIFICADOR;05/09/2013;05/09/2013;19;Mairinque / SP;101404;ZOOTECNICA;7225;0;01/08/2016;TORT2007;7421,01;1443,05;0;5977,96;1
101404;55;10140455;OK;10140455;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;RESERVATORIO AR;05/09/2013;05/09/2013;19;Mairinque / SP;101404;ZOOTECNICA;7225;0;01/08/2016;TORT2007;2002,28;389,2;0;1613,08;1
101404;9;1014049;OK;1014049;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOEGA COM CAPACIDADE DE 05M3 COM VIBRAJE;02/02/2011;02/02/2011;19;Mairinque / SP;?;ZOOTECNICA;7225;0;01/08/2016;TORT2007;205200,9;75243,96;0;129956,94;1
101408;0;1014080;OK;1014080;135012302;1.3.5.01.23;1.3.5.02.23;MAQS.EQUIPS.INC. LEI 11051/04-PR;TORRE DE RESF. DE AGUA MOD. WT 51/12;01/11/2010;01/11/2010;19;Mairinque / SP;101408;MAIRINQUE;7222;0;01/08/2016;TORT2007;19000;4515,44;0;14484,56;1
101410;0;1014100;OK;1014100;135012302;1.3.5.01.23;1.3.5.02.23;MAQS.EQUIPS.INC. LEI 11051/04-PR;BOMBA DOSADORA DE CLORO MARCA ETATRON MO;01/11/2010;01/11/2010;19;Mairinque / SP;101410;MAIRINQUE;1166;0;01/08/2016;TORT2007;575;233,43;0;341,57;1
101411;0;1014110;OK;1014110;135012302;1.3.5.01.23;1.3.5.02.23;MAQS.EQUIPS.INC. LEI 11051/04-PR;BOMBA DOSADORA DE CLORO MARCA ETATRON MO;01/11/2010;01/11/2010;19;Mairinque / SP;101411;MAIRINQUE;1166;0;01/08/2016;TORT2007;575;233,43;0;341,57;1
101413;0;1014130;OK;1014130;135012302;1.3.5.01.23;1.3.5.02.23;MAQS.EQUIPS.INC. LEI 11051/04-PR;PENEIRA CIRCULAR VIBRATORIA MODELO PCV 5;08/11/2010;08/11/2010;19;Mairinque / SP;101413;MAIRINQUE;7231;0;01/08/2016;TORT2007;9600;3884,46;0;5715,54;1
101414;0;1014140;OK;1014140;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR 75 CV 2P 225S/M WFF2;01/11/2010;01/11/2010;19;Mairinque / SP;101414;MAIRINQUE;7225;0;01/08/2016;TORT2007;7876;4934,71;0;2941,29;1
101425;0;1014250;OK;1014250;135012302;1.3.5.01.23;1.3.5.02.23;MAQS.EQUIPS.INC. LEI 11051/04-PR;ELEVADOR DE CANECAS COM CAPAC. 20 TON/H.;24/11/2010;24/11/2010;19;Mairinque / SP;101425;GERENCIA FAB;7200;0;01/08/2016;TORT2007;32560;12339,87;0;20220,13;1
101430;0;1014300;OK;1014300;135012302;1.3.5.01.23;1.3.5.02.23;MAQS.EQUIPS.INC. LEI 11051/04-PR;TRANSPORTADOR DE ROLETES COM SISTEMA DE;01/12/2010;01/12/2010;19;Mairinque / SP;101430;MAIRINQUE;7225;0;01/08/2016;TORT2007;29639,74;11918,9;0;17720,84;1
101431;0;1014310;OK;1014310;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;CORTINA DE AR DA GREE 90CM;01/12/2010;01/12/2010;19;Mairinque / SP;101431;MAIRINQUE;7225;0;01/08/2016;TORT2007;780;313,81;0;466,19;1
101466;1;1014661;OK;1014661;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA HELICOIDAL;01/01/2011;01/01/2011;19;Mairinque / SP;101466;ZOOTECNICA;7225;0;01/08/2016;TORT2007;21616,49;8046,7;0;13569,79;1
101471;0;1014710;OK;1014710;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW FHP87/A I=29, 20;19/01/2011;19/01/2011;19;Mairinque / SP;101471;ZOOTECNICA;7225;0;01/08/2016;TORT2007;5902,49;2196,93;0;3705,56;1
101473;0;1014730;OK;1014730;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;REDUTOR DE VELOCIDADE PTI-FALK;21/01/2011;21/01/2011;19;Mairinque / SP;101473;CARBOQU.FOSF;7224;0;01/08/2016;TORT2007;45600;16974,45;0;28625,55;1
101475;0;1014750;OK;1014750;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR WEG TRIFASICO 75CV IVP 220/380/440;08/02/2011;08/02/2011;19;Mairinque / SP;101475;ZOOTECNICA;7225;0;01/08/2016;TORT2007;7656;2807,64;0;4848,36;1
101476;0;1014760;OK;1014760;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR TRIFASICO WEG 12,5CV II POLOS 220/;01/02/2011;01/02/2011;19;Mairinque / SP;101476;POLIVITAMINI;7222;0;01/08/2016;TORT2007;1560;572,22;0;987,78;1
101477;0;1014770;OK;1014770;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FILTRO DE MANGA CILINDRICO ZANUTO TIPO;02/02/2011;02/02/2011;19;Mairinque / SP;101477;HIDROXIDO DE;7223;0;01/08/2016;TORT2007;32968,51;12089,22;0;20879,29;1
101478;0;1014780;OK;1014780;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FILTRO DE MANGA CILINDRICO ZANUTO TIPO;02/02/2011;02/02/2011;19;Mairinque / SP;101478;HIDROXIDO DE;7223;0;01/08/2016;TORT2007;32968,51;12089,22;0;20879,29;1
101488;0;1014880;OK;1014880;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS MARCA ZANUTO.;02/02/2011;02/02/2011;19;Mairinque / SP;101488;GERENCIA FAB;7200;0;01/08/2016;TORT2007;65663,42;24072,47;0;41590,95;1
101492;0;1014920;OK;1014920;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW,  FAF77,  DRE132M4-7;07/02/2011;07/02/2011;19;Mairinque / SP;101492;ZOOTECNICA;7225;0;01/08/2016;TORT2007;5016;1839,42;0;3176,58;1
101494;0;1014940;OK;1014940;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR 3F, 75CV, 2 POLOS, 4 TENSOES, 60HZ;10/02/2011;10/02/2011;19;Mairinque / SP;101494;ZOOTECNICA;7225;0;01/08/2016;TORT2007;7000;2566,74;0;4433,26;1
101497;0;1014970;OK;1014970;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;REDUTOR SIMILAR TRANSMOTECNICA AEH-12.;01/02/2011;01/02/2011;19;Mairinque / SP;101497;ZOOTECNICA;7225;0;01/08/2016;TORT2007;59614;21859,86;0;37754,14;1
101505;0;1015050;OK;1015050;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOVIBRADOR ELETROMECANICO MVL AR-100-;25/02/2011;25/02/2011;19;Mairinque / SP;101505;PROD.MAIRINQ;7220;0;01/08/2016;TORT2007;990;362,92;0;627,08;1
101506;0;1015060;OK;1015060;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOVIBRADOR ELETROMECANICO MVL AR-100-;25/02/2011;25/02/2011;19;Mairinque / SP;101506;PROD.MAIRINQ;7220;0;01/08/2016;TORT2007;990;362,92;0;627,08;1
101507;0;1015070;OK;1015070;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOVIBRADOR ELETROMECANICO MVL AR-100-;25/02/2011;25/02/2011;19;Mairinque / SP;101507;PROD.MAIRINQ;7220;0;01/08/2016;TORT2007;990;362,92;0;627,08;1
101520;0;1015200;OK;1015200;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR DE 100CV C/ACOPLAMENTO DE ACO 300;03/03/2011;03/03/2011;19;Mairinque / SP;101520;ZOOTECNICA;7225;0;01/08/2016;TORT2007;2132;770,25;0;1361,75;1
101521;0;1015210;OK;1015210;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOINHO DE MARTELO TIGRE MODELO SAL 36;03/03/2011;03/03/2011;19;Mairinque / SP;101521;ZOOTECNICA;7225;0;01/08/2016;TORT2007;34320;12394,2;0;21925,8;1
101522;0;1015220;OK;1015220;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR DE 100CV C/ACOPLAMENTO DE ACO 300;03/03/2011;03/03/2011;19;Mairinque / SP;101522;ZOOTECNICA;7225;0;01/08/2016;TORT2007;2132;770,25;0;1361,75;1
101525;0;1015250;OK;1015250;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR MONO 220V BARRIER.;01/03/2011;01/03/2011;19;Mairinque / SP;101525;ADMINISTRACA;1160;0;01/08/2016;TORT2007;862;311,35;0;550,65;1
101534;0;1015340;OK;1015340;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FILTRO DE MANGAS CILINDRICO ZANUTO;08/04/2011;08/04/2011;19;Mairinque / SP;101534;POLIVITAMINI;7222;0;01/08/2016;TORT2007;44186,01;15711,36;0;28474,65;1
101535;0;1015350;OK;1015350;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;VENTILADOR VHF-100 4CV 4T 2P 60HZ EM;05/04/2011;05/04/2011;19;Mairinque / SP;101535;HIDROXIDO DE;7223;0;01/08/2016;TORT2007;2161,72;768,64;0;1393,08;1
101537;0;1015370;OK;1015370;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;VENTILADOR CENTRIFUGO MODELO PAC-10-560-;13/04/2011;13/04/2011;19;Mairinque / SP;101537;POLIVITAMINI;7222;0;01/08/2016;TORT2007;5330;1895,04;0;3434,96;1
101543;0;1015430;OK;1015430;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;VENTILADOR CENTRIFUGO COM ROTOR RADIAL;19/04/2011;19/04/2011;19;Mairinque / SP;101543;CARBOQU.FOSF;7224;0;01/08/2016;TORT2007;1664,6;592;0;1072,6;1
101616;0;1016160;OK;1016160;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;BURETA DIGITAL C/ VALVULA SAFETY;16/05/2011;16/05/2011;19;Mairinque / SP;101616;LABORATORIO;7250;0;01/08/2016;TORT2007;2100;735,21;0;1364,79;1
101651;0;1016510;OK;1016510;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101651;ZOOTECNICA;7225;0;01/08/2016;TORT2007;14938,63;4731;0;10207,63;1
101652;0;1016520;OK;1016520;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101652;ZOOTECNICA;7225;0;01/08/2016;TORT2007;14938,63;4731;0;10207,63;1
101653;0;1016530;OK;1016530;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101653;ZOOTECNICA;7225;0;01/08/2016;TORT2007;19699,29;6238,65;0;13460,64;1
101654;0;1016540;OK;1016540;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101654;ZOOTECNICA;7225;0;01/08/2016;TORT2007;9767,57;3093,39;0;6674,18;1
101655;0;1016550;OK;1016550;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101655;ZOOTECNICA;7225;0;01/08/2016;TORT2007;9767,57;3093,39;0;6674,18;1
101656;0;1016560;OK;1016560;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101656;ZOOTECNICA;7225;0;01/08/2016;TORT2007;16908,55;5354,58;0;11553,97;1
101657;0;1016570;OK;1016570;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101657;ZOOTECNICA;7225;0;01/08/2016;TORT2007;12065,82;3821,28;0;8244,54;1
101658;0;1016580;OK;1016580;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101658;ZOOTECNICA;7225;0;01/08/2016;TORT2007;12065,82;3821,28;0;8244,54;1
101659;0;1016590;OK;1016590;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA EM INOX;01/11/2011;01/11/2011;19;Mairinque / SP;101659;ZOOTECNICA;7225;0;01/08/2016;TORT2007;6894,75;2183,67;0;4711,08;1
101660;0;1016600;OK;1016600;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA EM INOX;01/11/2011;01/11/2011;19;Mairinque / SP;101660;ZOOTECNICA;7225;0;01/08/2016;TORT2007;6894,75;2183,67;0;4711,08;1
101662;0;1016620;OK;1016620;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA 20 CAPOS;01/11/2011;01/11/2011;19;Mairinque / SP;101662;ZOOTECNICA;7225;0;01/08/2016;TORT2007;25444,9;8058,09;0;17386,81;1
101663;0;1016630;OK;1016630;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA 20 CAPOS;01/11/2011;01/11/2011;19;Mairinque / SP;101663;ZOOTECNICA;7225;0;01/08/2016;TORT2007;25444,9;8058,09;0;17386,81;1
101666;0;1016660;OK;1016660;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;COMPRESSOR COPELAND 5TR;14/11/2011;14/11/2011;19;Mairinque / SP;101666;GERENCIA FAB;7200;0;01/08/2016;TORT2007;1590,8;503,88;0;1086,92;1
101673;0;1016730;OK;1016730;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;BALANCA RODOVIARIA EMBUTIDA 900I 100T;07/12/2011;07/12/2011;19;Mairinque / SP;101673;ALMOXARIFADO;1163;0;01/08/2016;TORT2007;73600;22898,96;0;50701,04;1
101674;0;1016740;OK;1016740;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;REDUTOR C/ MOTOR WEG VERTIMAX 60;01/12/2011;01/12/2011;19;Mairinque / SP;101674;ZOOTECNICA;7225;0;01/08/2016;TORT2007;5966,4;1856,4;0;4110;1
101685;0;1016850;OK;1016850;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;LAVADORA ULTRA CLEANER YSC 700;01/12/2011;01/12/2011;19;Mairinque / SP;101685;ZOOTECNICA;7225;0;01/08/2016;TORT2007;737,1;229,6;0;507,5;1
10170;0;101700;OK;101700;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;BLOCO COMPRESSOR DE AR MARCA HOOS.;18/04/2008;18/04/2008;19;Mairinque / SP;10170;MAIRINQUE;7225;0;01/08/2016;TORT2007;35000;19699,88;0;15300,12;1
101700;0;1017000;OK;1017000;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR WEG MOD.: 100L;01/11/2011;01/11/2011;19;Mairinque / SP;101700;CARBOQU.FOSF;7224;0;01/08/2016;TORT2007;677,6;214,32;0;463,28;1
101720;0;1017200;OK;1017200;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOEGA DE RECEBIMENTO EM ACO CARBONO;01/10/2011;01/10/2011;19;Mairinque / SP;101720;POLIVITAMINI;7222;0;01/08/2016;TORT2007;16416,07;5289,6;0;11126,47;1
101729;0;1017290;OK;1017290;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;CONJUNTO DE CAIXA (MOEGA);01/11/2011;01/11/2011;19;Mairinque / SP;101729;ZOOTECNICA;7225;0;01/08/2016;TORT2007;52500;16625,76;0;35874,24;1
101730;0;1017300;OK;1017300;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;CONJUNTO DE CAIXA (MOEGA);01/11/2011;01/11/2011;19;Mairinque / SP;101730;ZOOTECNICA;7225;0;01/08/2016;TORT2007;52500;16625,76;0;35874,24;1
101732;0;1017320;OK;1017320;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA PNEUMATICA;01/11/2011;01/11/2011;19;Mairinque / SP;101732;ZOOTECNICA;7225;0;01/08/2016;TORT2007;50160,22;15884,76;0;34275,46;1
101733;0;1017330;OK;1017330;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA PNEUMATICA;01/11/2011;01/11/2011;19;Mairinque / SP;101733;ZOOTECNICA;7225;0;01/08/2016;TORT2007;50160,22;15884,76;0;34275,46;1
101734;0;1017340;OK;1017340;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA PNEUMATICA;01/11/2011;01/11/2011;19;Mairinque / SP;101734;ZOOTECNICA;7225;0;01/08/2016;TORT2007;50160,22;15884,76;0;34275,46;1
101735;0;1017350;OK;1017350;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA PNEUMATICA;01/11/2011;01/11/2011;19;Mairinque / SP;101735;ZOOTECNICA;7225;0;01/08/2016;TORT2007;50160,22;15884,76;0;34275,46;1
101736;0;1017360;OK;1017360;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA PNEUMATICA;01/11/2011;01/11/2011;19;Mairinque / SP;101736;ZOOTECNICA;7225;0;01/08/2016;TORT2007;50160,22;15884,76;0;34275,46;1
101737;0;1017370;OK;1017370;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA PNEUMATICA;01/11/2011;01/11/2011;19;Mairinque / SP;101737;ZOOTECNICA;7225;0;01/08/2016;TORT2007;50160,22;15884,76;0;34275,46;1
101738;0;1017380;OK;1017380;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA PNEUMATICA;01/11/2011;01/11/2011;19;Mairinque / SP;101738;ZOOTECNICA;7225;0;01/08/2016;TORT2007;50160,22;15884,76;0;34275,46;1
101739;0;1017390;OK;1017390;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA PNEUMATICA;01/11/2011;01/11/2011;19;Mairinque / SP;101739;ZOOTECNICA;7225;0;01/08/2016;TORT2007;50160,22;15884,76;0;34275,46;1
101741;0;1017410;OK;1017410;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101741;ZOOTECNICA;7225;0;01/08/2016;TORT2007;19120,04;6055,11;0;13064,93;1
101742;0;1017420;OK;1017420;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ESTEIRA TRANSPORTADORA;01/11/2011;01/11/2011;19;Mairinque / SP;101742;ZOOTECNICA;7225;0;01/08/2016;TORT2007;19120,03;6055,11;0;13064,92;1
101756;0;1017560;OK;1017560;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA SAT-PARANA;03/06/2009;03/06/2009;19;Mairinque / SP;101756;GERENCIA FAB;7200;0;01/08/2016;TORT2007;45560;22295,53;0;23264,47;1
101899;0;1018990;OK;1018990;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW FHF DZ90L4 1.5KW.;15/09/2009;15/09/2009;19;Mairinque / SP;101899;MAIRINQUE;7225;0;01/08/2016;TORT2007;2732,87;2023,3;0;709,57;1
101904;0;1019040;OK;1019040;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW KH97/T DX160M4/RS-11KW;11/12/2009;11/12/2009;19;Mairinque / SP;101904;MAIRINQUE;7225;0;01/08/2016;TORT2007;10738,43;7877,67;0;2860,76;1
101905;0;1019050;OK;1019050;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW FHF77;11/12/2009;11/12/2009;19;Mairinque / SP;101905;MAIRINQUE;7225;0;01/08/2016;TORT2007;4314,84;3165,3;0;1149,54;1
101906;0;1019060;OK;1019060;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR WEG 1.5HP-CV4 POLOS;11/12/2009;11/12/2009;19;Mairinque / SP;101906;ZOOTECNICA;7225;0;01/08/2016;TORT2007;349;256,33;0;92,67;1
101907;0;1019070;OK;1019070;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOR WEG 1.5HP-CV4 POLOS;11/12/2009;11/12/2009;19;Mairinque / SP;101907;ZOOTECNICA;7225;0;01/08/2016;TORT2007;349;256,33;0;92,67;1
101913;0;1019130;OK;1019130;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA EM ACO INOX;01/12/2009;01/12/2009;19;Mairinque / SP;101913;MAIRINQUE;7222;0;01/08/2016;TORT2007;24400;11578,95;0;12821,05;1
101921;0;1019210;OK;1019210;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONICA SAT PARANA 5000SB;06/01/2010;06/01/2010;19;Mairinque / SP;101921;POLIVITAMINI;7222;0;01/08/2016;TORT2007;41040,18;17983,79;0;23056,39;1
101946;0;1019460;OK;1019460;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MOTOREDUTOR MODELO SEW REF.FA57/G DZ100L;01/02/2010;01/02/2010;19;Mairinque / SP;101946;PROD.MAIRINQ;7220;0;01/08/2016;TORT2007;3652;1581,28;0;2070,72;1
101984;0;1019840;OK;1019840;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA HELICOIDAL;19/11/2009;19/11/2009;19;Mairinque / SP;101984;ZOOTECNICA;7225;0;01/08/2016;TORT2007;16871,85;8080,59;0;8791,26;1
101985;0;1019850;OK;1019850;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA HELICOIDAL;20/11/2009;20/11/2009;19;Mairinque / SP;101985;ZOOTECNICA;7225;0;01/08/2016;TORT2007;2462,38;1179,66;0;1282,72;1
101986;0;1019860;OK;1019860;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA HELICOIDAL;19/11/2009;19/11/2009;19;Mairinque / SP;101986;ZOOTECNICA;7225;0;01/08/2016;TORT2007;21431,81;10264,9;0;11166,91;1
102005;0;1020050;OK;1020050;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ROSCA TRASPORTADORA HELICOIDAL, MAT. ACO;30/06/1997;30/06/1997;19;Mairinque / SP;102005;MAIRINQUE;7222;0;01/01/2011;TORT2007;6031,86;6031,86;0;0;1
102011;0;1020110;OK;1020110;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SILO DE MILHO EM GRAOS  N10  MATERIAL AC;30/06/1995;30/06/1995;19;Mairinque / SP;102011;MAIRINQUE;7222;0;01/01/2011;TORT2007;77552,52;77552,52;0;0;1
